  dataset        a        v       t0      st0  penalty      fit     time   method
 subj_359_trials_60   2.9699   5.2721   0.3556   0.3808   0.0000   0.9886   0.1480       KS
 subj_35_trials_10   0.7862  -0.2800   0.2829   0.0089   0.0000   0.9901   0.0160       KS
 subj_35_trials_20   1.2283   2.6919   0.3823   0.2175   0.0000   0.9956   0.0370       KS
 subj_35_trials_30   1.5519   2.9012   0.3787   0.3031   0.0000   0.9999   0.0460       KS
 subj_35_trials_40   0.5159   1.5384   0.3273   0.1725   0.0000   0.8657   0.0160       KS
 subj_35_trials_50   1.1109   0.8205   0.2860   0.0750   0.0000   0.9984   0.0370       KS
 subj_35_trials_60   1.5331   3.5530   0.3187   0.1843   0.0000   0.9671   0.0470       KS
 subj_360_trials_10   1.4406   3.0145   0.3790   0.1326   0.0000   1.0000   0.0230       KS
 subj_360_trials_20   0.7234   4.0583   0.3482   0.0976   0.0000   0.9900   0.0000       KS
 subj_360_trials_30   0.6709   0.9554   0.3069   0.0291   0.0000   0.9965   0.0150       KS
 subj_360_trials_40   2.3688   7.6898   0.3410   0.2404   0.0000   0.9540   0.1620       KS
 subj_360_trials_50   0.6318   3.6852   0.4316   0.1793   0.0000   0.9526   0.0180       KS
 subj_360_trials_60   0.6760   6.0239   0.3741   0.1444   0.0000   0.9936   0.0310       KS
 subj_361_trials_10   1.1215   2.5745   0.4044   0.0730   0.0000   0.9998   0.0160       KS
 subj_361_trials_20   0.4156   5.8335   0.3345   0.0751   0.0000   1.0000   0.0160       KS
 subj_361_trials_30   1.1617   5.2292   0.2969   0.1141   0.0000   0.9991   0.0350       KS
 subj_361_trials_40   0.8557   4.4703   0.4162   0.2262   0.0000   0.9678   0.0470       KS
 subj_361_trials_50   1.3735   5.5718   0.3191   0.1125   0.0000   0.9870   0.0330       KS
 subj_361_trials_60   1.4608   1.4882   0.3232   0.3150   0.0000   0.9997   0.0980       KS
 subj_362_trials_10   0.7606   3.8382   0.2933   0.0000   0.0000   0.9999   0.0070       KS
 subj_362_trials_20   0.9351   3.2019   0.3781   0.1617   0.0000   0.9903   0.0310       KS
 subj_362_trials_30   1.1766   4.4412   0.3782   0.0103   0.0000   0.9369   0.0160       KS
 subj_362_trials_40   0.6149   4.3883   0.3944   0.1148   0.0000   0.9811   0.0310       KS
 subj_362_trials_50   2.4540   4.3780   0.3031   0.2747   0.0000   0.9881   0.1220       KS
 subj_362_trials_60   1.2640   3.8428   0.3380   0.1810   0.0000   0.9943   0.0470       KS
 subj_363_trials_10   0.6971   0.4123   0.2872   0.0525   0.0000   0.9887   0.0160       KS
 subj_363_trials_20   0.7249   1.8345   0.2975   0.1125   0.0000   0.9680   0.0310       KS
 subj_363_trials_30   1.3844   1.2293   0.3292   0.2526   0.0000   0.9996   0.0540       KS
 subj_363_trials_40   0.9077   5.9075   0.3706   0.1553   0.0000   0.9691   0.0160       KS
 subj_363_trials_50   0.6334   1.1929   0.2970   0.0002   0.0000   0.9849   0.0070       KS
 subj_363_trials_60   1.7580   2.7217   0.3460   0.2894   0.0000   0.9644   0.0900       KS
 subj_364_trials_10   0.8465   4.3902   0.3367   0.0772   0.0000   0.9998   0.0100       KS
 subj_364_trials_20   1.6156   2.8638   0.2953   0.3225   0.0000   0.9934   0.0470       KS
 subj_364_trials_30   1.1497   3.1798   0.3420   0.2175   0.0000   0.9990   0.0470       KS
 subj_364_trials_40   1.3641   6.4559   0.3428   0.2254   0.0000   1.0000   0.0690       KS
 subj_364_trials_50   0.7135   1.1013   0.3003   0.0013   0.0000   0.9856   0.0310       KS
 subj_364_trials_60   1.2026   4.4331   0.3611   0.1125   0.0000   0.9822   0.0230       KS
 subj_365_trials_10   0.6149   2.8750   0.2891   0.0375   0.0000   0.9951   0.0150       KS
 subj_365_trials_20   1.1848   3.1588   0.3110   0.2173   0.0000   0.9931   0.0310       KS
 subj_365_trials_30   0.9987   5.6994   0.3131   0.0848   0.0000   0.9999   0.0220       KS
 subj_365_trials_40   1.0454   5.2877   0.3232   0.0913   0.0000   0.9997   0.0320       KS
 subj_365_trials_50   1.0293   4.0059   0.3274   0.2066   0.0000   0.9997   0.0380       KS
 subj_365_trials_60   1.0621   4.9077   0.3234   0.1226   0.0000   0.9791   0.0460       KS
 subj_366_trials_10   1.1420   3.3288   0.3595   0.1026   0.0000   1.0000   0.0320       KS
 subj_366_trials_20   0.7320   4.5206   0.3350   0.0783   0.0000   0.9959   0.0150       KS
 subj_366_trials_30   0.7282   3.2629   0.3967   0.2112   0.0000   0.9998   0.0380       KS
 subj_366_trials_40   0.9433   5.0260   0.3910   0.1620   0.0000   0.9672   0.0310       KS
 subj_366_trials_50   1.8810   1.8901   0.2471   0.0036   0.0000   0.9765   0.0690       KS
 subj_366_trials_60   0.7373   5.1775   0.3777   0.1607   0.0000   0.9607   0.0330       KS
 subj_367_trials_10   1.0829   4.0135   0.3588   0.1216   0.0000   1.0000   0.0150       KS
 subj_367_trials_20   1.0324   0.2932   0.2925   0.0978   0.0000   0.9679   0.0520       KS
 subj_367_trials_30   1.0335   2.9064   0.3463   0.2425   0.0000   0.9992   0.0470       KS
 subj_367_trials_40   0.6522   1.1243   0.2966   0.0563   0.0000   0.9810   0.0310       KS
 subj_367_trials_50   0.8649   1.6085   0.2935   0.0041   0.0000   0.9998   0.0380       KS
 subj_367_trials_60   0.9745   4.1418   0.3167   0.1230   0.0000   0.9961   0.0320       KS
 subj_368_trials_10   0.9920   2.8656   0.3015   0.0005   0.0000   0.9822   0.0150       KS
 subj_368_trials_20   1.6397   2.6482   0.2989   0.3353   0.0000   0.9927   0.0380       KS
 subj_368_trials_30   0.9844   0.6466   0.3137   0.1044   0.0000   0.9963   0.0310       KS
 subj_368_trials_40   0.7906   5.5694   0.3887   0.2059   0.0000   0.9798   0.0470       KS
 subj_368_trials_50   0.6566   1.4159   0.2958   0.0375   0.0000   0.9963   0.0220       KS
 subj_368_trials_60   1.2545   3.8447   0.3315   0.1735   0.0000   0.9998   0.0310       KS
 subj_369_trials_10   0.7489   1.9796   0.3683   0.1523   0.0000   0.9999   0.0160       KS
 subj_369_trials_20   0.5984   2.0582   0.2935   0.0002   0.0000   0.9842   0.0000       KS
 subj_369_trials_30   0.6779   5.0922   0.3610   0.1125   0.0000   0.9864   0.0070       KS
 subj_369_trials_40   0.6854   3.3407   0.2977   0.0305   0.0000   0.9990   0.0150       KS
 subj_369_trials_50   1.5396   2.1286   0.3075   0.3723   0.0000   0.9988   0.1000       KS
 subj_369_trials_60   1.3177   4.9695   0.3470   0.1556   0.0000   0.9979   0.0310       KS
 subj_36_trials_10   1.1276   2.3119   0.3343   0.1125   0.0000   0.9816   0.0380       KS
 subj_36_trials_20   1.5462   1.2589   0.2616   0.0416   0.0000   0.9987   0.0470       KS
 subj_36_trials_30   1.2591   4.1245   0.3141   0.1544   0.0000   0.9997   0.0310       KS
 subj_36_trials_40   1.2177  10.2720   0.2967   0.0745   0.0000   0.9998   0.0220       KS
 subj_36_trials_50   1.7493   1.5211   0.4107   0.7485   0.0000   0.9995   0.1690       KS
 subj_36_trials_60   1.6159   3.2345   0.3284   0.1875   0.0000   0.9995   0.0630       KS
 subj_370_trials_10   1.2006   2.5756   0.2811   0.0375   0.0000   0.9999   0.0370       KS
 subj_370_trials_20   1.1343   2.8119   0.2667   0.0428   0.0000   0.9981   0.0550       KS
 subj_370_trials_30   0.8407   0.7520   0.3089   0.0372   0.0000   0.9961   0.0310       KS
 subj_370_trials_40   0.8107   5.9156   0.3222   0.0663   0.0000   0.9997   0.0140       KS
 subj_370_trials_50   0.7644   7.6162   0.3676   0.1297   0.0000   0.9317   0.0470       KS
 subj_370_trials_60   1.1791   4.8071   0.3514   0.0753   0.0000   0.9783   0.0160       KS
 subj_371_trials_10   1.4201   0.5647   0.2565   0.0000   0.0000   0.9837   0.0380       KS
 subj_371_trials_20   0.8651   3.9510   0.3539   0.1275   0.0000   0.9894   0.0150       KS
 subj_371_trials_30   0.3741   1.9006   0.3336   0.1038   0.0000   0.9811   0.0170       KS
 subj_371_trials_40   1.8310   1.0152   0.2651   0.3117   0.0000   0.9981   0.1150       KS
 subj_371_trials_50   1.7519   1.5077   0.4045   0.7266   0.0000   0.9996   0.2470       KS
 subj_371_trials_60   0.6927   3.8254   0.3033   0.0079   0.0000   0.9976   0.0220       KS
 subj_372_trials_10   1.1822   2.8829   0.2771   0.0375   0.0000   0.9998   0.0320       KS
 subj_372_trials_20   1.0578   4.0920   0.3020   0.0002   0.0000   0.9918   0.0150       KS
 subj_372_trials_30   0.7606   3.5158   0.4083   0.1848   0.0000   0.9863   0.0160       KS
 subj_372_trials_40   1.2914   5.2180   0.3352   0.1575   0.0000   0.9995   0.0220       KS
 subj_372_trials_50   1.0087   4.0893   0.3264   0.1980   0.0000   0.9997   0.0470       KS
 subj_372_trials_60   1.1530   4.9868   0.3435   0.1568   0.0000   0.9705   0.0370       KS
 subj_373_trials_10   1.2269   4.8635   0.3257   0.0589   0.0000   1.0000   0.0160       KS
 subj_373_trials_20   0.6405  -0.0132   0.2880   0.0137   0.0000   0.9885   0.0160       KS
 subj_373_trials_30   1.5519   3.9409   0.3844   0.3835   0.0000   0.9996   0.0860       KS
 subj_373_trials_40   1.0542   4.9832   0.3506   0.1575   0.0000   0.9996   0.0160       KS
 subj_373_trials_50   1.7660   2.3239   0.2488   0.0376   0.0000   0.9937   0.0520       KS
 subj_373_trials_60   0.7181   3.1514   0.3043   0.0739   0.0000   0.9997   0.0160       KS
 subj_374_trials_10   1.1168   0.7213   0.2728   0.0376   0.0000   0.9835   0.0310       KS
 subj_374_trials_20   1.0485   3.2121   0.3728   0.0376   0.0000   0.8516   0.0150       KS
 subj_374_trials_30   1.1720   4.5072   0.3644   0.2267   0.0000   0.9998   0.0540       KS
 subj_374_trials_40   1.4710   5.0861   0.3198   0.1740   0.0000   1.0000   0.0310       KS
 subj_374_trials_50   1.3789   3.1886   0.3318   0.1463   0.0000   1.0000   0.0530       KS
 subj_374_trials_60   1.2781   3.5017   0.3285   0.2037   0.0000   0.9973   0.0470       KS
 subj_375_trials_10   1.4881   4.0611   0.3221   0.1368   0.0000   0.9998   0.0160       KS
 subj_375_trials_20   1.2833   4.2261   0.2897   0.1724   0.0000   0.9941   0.0220       KS
 subj_375_trials_30   1.2579   3.5429   0.3318   0.1425   0.0000   0.9998   0.0470       KS
 subj_375_trials_40   0.9491   4.8514   0.3622   0.1540   0.0000   0.9752   0.0530       KS
 subj_375_trials_50   1.0271   3.0080   0.3265   0.2132   0.0000   0.9998   0.0470       KS
 subj_375_trials_60   0.5707   4.9792   0.3076   0.0494   0.0000   0.9998   0.0160       KS
 subj_376_trials_10   0.4392   5.8164   0.3687   0.1041   0.0000   0.9994   0.0000       KS
 subj_376_trials_20   1.0079   3.1670   0.3602   0.0975   0.0000   0.9938   0.0310       KS
 subj_376_trials_30   0.6083   1.1216   0.3234   0.1125   0.0000   0.9884   0.0220       KS
 subj_376_trials_40   0.5845   1.2654   0.3041   0.0825   0.0000   0.9651   0.0160       KS
 subj_376_trials_50   0.7353   1.3752   0.2944   0.0011   0.0000   0.9995   0.0310       KS
 subj_376_trials_60   1.2399   0.9602   0.2739   0.0147   0.0000   0.9979   0.0380       KS
 subj_377_trials_10   0.9989   1.4320   0.4308   0.2327   0.0000   0.9999   0.0320       KS
 subj_377_trials_20   1.1829   1.0476   0.2739   0.0017   0.0000   0.9843   0.0310       KS
 subj_377_trials_30   0.7374   2.2502   0.3087   0.0689   0.0000   0.9996   0.0230       KS
 subj_377_trials_40   2.0789   2.5847   0.2596   0.3444   0.0000   0.9988   0.1160       KS
 subj_377_trials_50   1.5144   2.9029   0.3311   0.2251   0.0000   0.9997   0.0620       KS
 subj_377_trials_60   0.5675   4.9840   0.3032   0.0375   0.0000   0.9942   0.0000       KS
 subj_378_trials_10   0.9668   0.2887   0.2751   0.0525   0.0000   0.9896   0.0160       KS
 subj_378_trials_20   0.7956   2.9924   0.3936   0.1911   0.0000   1.0000   0.0310       KS
 subj_378_trials_30   1.3863   1.1034   0.3466   0.2178   0.0000   0.9996   0.0690       KS
 subj_378_trials_40   1.2006   1.4938   0.2878   0.1237   0.0000   0.9981   0.0470       KS
 subj_378_trials_50   2.1076   5.3707   0.3617   0.2994   0.0000   0.9772   0.1000       KS
 subj_378_trials_60   0.8591   4.4639   0.3335   0.1125   0.0000   0.9749   0.0380       KS
 subj_379_trials_10   1.4655   0.5230   0.2590   0.0037   0.0000   0.9836   0.0470       KS
 subj_379_trials_20   0.4960   4.8398   0.3457   0.0643   0.0000   0.9971   0.0150       KS
 subj_379_trials_30   1.7127   2.6239   0.3226   0.2442   0.0000   0.9978   0.0530       KS
 subj_379_trials_40   1.8168   0.7736   0.2606   0.2464   0.0000   0.9996   0.1010       KS
 subj_379_trials_50   1.5903   0.8997   0.2710   0.0021   0.0000   0.9998   0.0680       KS
 subj_379_trials_60   1.0518   1.0184   0.2907   0.0375   0.0000   0.9967   0.0320       KS
 subj_37_trials_10   1.5067   0.5304   0.2516   0.0382   0.0000   0.9836   0.0470       KS
 subj_37_trials_20   1.1181  -0.0152   0.2488   0.1868   0.0000   0.9461   0.0220       KS
 subj_37_trials_30   0.6753   5.5174   0.3645   0.1290   0.0000   0.9849   0.0160       KS
 subj_37_trials_40   0.6417   0.7511   0.2942   0.0675   0.0000   0.9712   0.0160       KS
 subj_37_trials_50   2.0925   6.5212   0.3598   0.2486   0.0000   0.9982   0.0850       KS
 subj_37_trials_60   1.8166   3.4338   0.3270   0.2382   0.0000   0.9944   0.1150       KS
 subj_380_trials_10   0.9861   3.5828   0.3382   0.0566   0.0000   0.9976   0.0000       KS
 subj_380_trials_20   0.6492   2.9155   0.2940   0.0015   0.0000   0.9987   0.0150       KS
 subj_380_trials_30   0.8937   4.8871   0.3686   0.0051   0.0000   0.9316   0.0100       KS
 subj_380_trials_40   1.1577   0.9880   0.2822   0.0043   0.0000   0.9973   0.0460       KS
 subj_380_trials_50   1.8772   1.0781   0.2757   0.0059   0.0000   0.9999   0.0810       KS
 subj_380_trials_60   1.7715   1.5874   0.3570   0.5470   0.0000   0.9994   0.1530       KS
 subj_381_trials_10   1.3109   3.0903   0.3712   0.1184   0.0000   0.9998   0.0150       KS
 subj_381_trials_20   0.4978   7.9417   0.3285   0.0761   0.0000   0.9997   0.0170       KS
 subj_381_trials_30   0.6705   0.9552   0.3069   0.0291   0.0000   0.9965   0.0160       KS
 subj_381_trials_40   1.5665   0.9103   0.2685   0.1903   0.0000   0.9996   0.0780       KS
 subj_381_trials_50   1.0834   4.7089   0.3590   0.1697   0.0000   0.9607   0.0470       KS
 subj_381_trials_60   1.0526   6.5962   0.3518   0.1528   0.0000   0.9479   0.0470       KS
 subj_382_trials_10   1.2591   3.3499   0.4161   0.2009   0.0000   1.0000   0.0160       KS
 subj_382_trials_20   1.0834   5.8066   0.3958   0.1573   0.0000   0.9335   0.0470       KS
 subj_382_trials_30   0.5049   4.8239   0.3844   0.1101   0.0000   0.9770   0.0160       KS
 subj_382_trials_40   1.1439   5.9745   0.3592   0.1725   0.0000   0.9394   0.0370       KS
 subj_382_trials_50   0.8676   6.5304   0.3477   0.1257   0.0000   0.9963   0.0320       KS
 subj_382_trials_60   0.9151   1.2032   0.2846   0.0375   0.0000   0.9916   0.0310       KS
 subj_383_trials_10   0.7695   1.9129   0.3728   0.1575   0.0000   0.9999   0.0220       KS
 subj_383_trials_20   0.6735   6.1012   0.3539   0.1397   0.0000   0.9998   0.0310       KS
 subj_383_trials_30   0.6292   0.5225   0.3048   0.0525   0.0000   0.9941   0.0000       KS
 subj_383_trials_40   1.2767   1.1220   0.2786   0.1263   0.0000   0.9996   0.0540       KS
 subj_383_trials_50   0.8740   5.5361   0.3193   0.0896   0.0000   1.0000   0.0160       KS
 subj_383_trials_60   1.0664   4.8644   0.3119   0.0933   0.0000   0.9677   0.0310       KS
 subj_384_trials_10   0.7279   1.1179   0.2883   0.0375   0.0000   0.9824   0.0160       KS
 subj_384_trials_20   0.8657   3.7085   0.3600   0.1318   0.0000   0.9898   0.0350       KS
 subj_384_trials_30   0.8539   1.1640   0.3018   0.0117   0.0000   0.9994   0.0160       KS
 subj_384_trials_40   1.0673   0.6510   0.2855   0.0025   0.0000   0.9925   0.0310       KS
 subj_384_trials_50   1.0143   4.0936   0.3837   0.1547   0.0000   0.9850   0.0310       KS
 subj_384_trials_60   0.9401   1.5488   0.2864   0.0012   0.0000   0.9967   0.0170       KS
 subj_385_trials_10   1.3176   3.6515   0.3406   0.0722   0.0000   1.0000   0.0160       KS
 subj_385_trials_20   0.7201   5.7901   0.3557   0.0941   0.0000   0.9977   0.0150       KS
 subj_385_trials_30   0.9474   5.2472   0.3082   0.0375   0.0000   0.9954   0.0160       KS
 subj_385_trials_40   0.7260   5.4246   0.3880   0.1224   0.0000   0.9509   0.0200       KS
 subj_385_trials_50   1.2591   4.2612   0.3291   0.1502   0.0000   0.9945   0.0310       KS
 subj_385_trials_60   0.5935   4.6559   0.3028   0.0375   0.0000   0.9956   0.0160       KS
 subj_386_trials_10   1.1706   5.4521   0.3277   0.0675   0.0000   1.0000   0.0220       KS
 subj_386_trials_20   0.6649   0.4303   0.2977   0.0020   0.0000   0.9729   0.0150       KS
 subj_386_trials_30   0.7362   1.4223   0.3053   0.0675   0.0000   0.9971   0.0320       KS
 subj_386_trials_40   1.0834   4.1840   0.2766   0.0552   0.0000   0.9736   0.0310       KS
 subj_386_trials_50   0.6734   6.2598   0.3003   0.0207   0.0000   0.9820   0.0220       KS
 subj_386_trials_60   0.6592   1.0824   0.2972   0.0127   0.0000   0.9843   0.0160       KS
 subj_387_trials_10   1.5790   1.1036   0.2259   0.0525   0.0000   0.9963   0.0470       KS
 subj_387_trials_20   0.6464   0.5962   0.3205   0.1725   0.0000   0.9475   0.0270       KS
 subj_387_trials_30   0.5994   1.1746   0.3256   0.1217   0.0000   0.9882   0.0170       KS
 subj_387_trials_40   1.4149   4.1626   0.3348   0.1560   0.0000   0.9997   0.0320       KS
 subj_387_trials_50   0.9895   3.8245   0.3588   0.1631   0.0000   0.9895   0.0310       KS
 subj_387_trials_60   0.7944   1.3804   0.2883   0.0003   0.0000   0.9927   0.0310       KS
 subj_388_trials_10   1.0182   2.5884   0.3269   0.0775   0.0000   0.9818   0.0160       KS
 subj_388_trials_20   1.5237   1.2731   0.2628   0.0040   0.0000   0.9988   0.0620       KS
 subj_388_trials_30   1.2331   5.0681   0.3982   0.2325   0.0000   0.9861   0.0470       KS
 subj_388_trials_40   1.2316   2.8710   0.3230   0.2625   0.0000   0.9989   0.0540       KS
 subj_388_trials_50   1.5518   3.2788   0.3134   0.1936   0.0000   0.9997   0.0620       KS
 subj_388_trials_60   0.6829   3.1573   0.3044   0.0455   0.0000   1.0000   0.0160       KS
 subj_389_trials_10   1.5660   1.7630   0.2782   0.0384   0.0000   0.9999   0.0790       KS
 subj_389_trials_20   0.9343   3.6158   0.2702   0.0024   0.0000   0.9755   0.0220       KS
 subj_389_trials_30   1.3760   1.2117   0.3326   0.2360   0.0000   0.9996   0.0620       KS
 subj_389_trials_40   0.9215   0.7684   0.2888   0.0525   0.0000   0.9904   0.0330       KS
 subj_389_trials_50   1.3594   5.0887   0.3633   0.2179   0.0000   0.9949   0.0310       KS
 subj_389_trials_60   0.9077   5.8243   0.3045   0.0323   0.0000   0.9799   0.0160       KS
 subj_38_trials_10   1.0276   0.7867   0.2768   0.0592   0.0000   0.9831   0.0380       KS
 subj_38_trials_20   0.9649   3.4548   0.4332   0.2016   0.0000   0.9977   0.0000       KS
 subj_38_trials_30   0.5661   3.0967   0.3036   0.0385   0.0000   0.9996   0.0030       KS
 subj_38_trials_40   0.8551   0.8253   0.2907   0.0375   0.0000   0.9910   0.0280       KS
 subj_38_trials_50   1.0080   1.0153   0.2899   0.0526   0.0000   0.9993   0.0360       KS
 subj_38_trials_60   1.3762   6.4782   0.2950   0.0167   0.0000   0.8053   0.0320       KS
